zimmo code,type,price,street,number,postcode,city,living area(m²),ground area(m²),bedroom,bathroom,garage,garden,EPC(kWh/m²),renovation obligation,year built,mobiscore,url
KHHUE,Villa (Huis),949000.0,Woudweg,2,3910,Neerpelt,454.0,2308.0,4.0,2.0,1.0,True,196.0,False,1978.0,6.2,https://www.zimmo.be/nl/neerpelt-3910/te-koop/huis/KHHUE/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiA5MDAwMDAsICJtYXgiOiA5NDk5OTl9fX19&p=10
LA08A,Villa (Huis),995000.0,Mussenbaan,10,2240,Zandhoven,388.0,57564.0,5.0,2.0,2.0,False,393.0,False,1972.0,5.8,https://www.zimmo.be/nl/zandhoven-2240/te-koop/huis/LA08A/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiA5NTAwMDAsICJtYXgiOiA5OTk5OTl9fX19
L65OY,Villa (Huis),960000.0,Maaseikerlaan,8,3680,Neeroeteren,450.0,9268.0,4.0,2.0,1.0,True,338.0,False,1994.0,6.8,https://www.zimmo.be/nl/neeroeteren-3680/te-koop/huis/L65OY/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiA5NTAwMDAsICJtYXgiOiA5OTk5OTl9fX19&boosted=1
L9YUG,Uitzonderlijke woning (Huis),990000.0,Aimé Delhayeplein,8,9600,Ronse,655.0,1260.0,5.0,1.0,1.0,False,120.0,False,1874.0,7.6,https://www.zimmo.be/nl/ronse-9600/te-koop/huis/L9YUG/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiA5NTAwMDAsICJtYXgiOiA5OTk5OTl9fX19
KL9JV,Villa (Huis),995000.0,Dr. Lenstralaan,14/A,3650,Dilsen-Stokkem,560.0,3104.0,3.0,2.0,3.0,True,226.0,False,1996.0,7.1,https://www.zimmo.be/nl/dilsen-stokkem-3650/te-koop/huis/KL9JV/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiA5NTAwMDAsICJtYXgiOiA5OTk5OTl9fX19
L9VKN,Villa (Huis),995000.0,Eerselingenstraat,1A,2460,Lichtaart,450.0,2341.0,3.0,1.0,2.0,False,12.0,False,2023.0,6.2,https://www.zimmo.be/nl/lichtaart-2460/te-koop/huis/L9VKN/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiA5NTAwMDAsICJtYXgiOiA5OTk5OTl9fX19&p=2
L8COV,Woning (Huis),989000.0,Montystraat,23,3128,Baal,295.0,2631.0,4.0,2.0,1.0,True,138.0,False,2003.0,7.0,https://www.zimmo.be/nl/baal-3128/te-koop/huis/L8COV/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiA5NTAwMDAsICJtYXgiOiA5OTk5OTl9fX19&p=2
L9UWS,Villa (Huis),999000.0,Hector Henneaulaan,162,1930,Zaventem,281.0,562.0,4.0,3.0,2.0,True,130.0,False,1850.0,8.9,https://www.zimmo.be/nl/zaventem-1930/te-koop/huis/L9UWS/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiA5NTAwMDAsICJtYXgiOiA5OTk5OTl9fX19&p=2
L9OTS,Fermette (Huis),995000.0,Willem van Saeftingestraat,1,8380,Lissewege,293.0,533.0,4.0,3.0,1.0,False,165.0,False,1993.0,7.2,https://www.zimmo.be/nl/lissewege-8380/te-koop/huis/L9OTS/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiA5NTAwMDAsICJtYXgiOiA5OTk5OTl9fX19&p=3
L9IGV,Villa (Huis),965000.0,Meirelos,25,9800,Petegem-aan-de-Leie,220.0,965.0,4.0,1.0,1.0,True,105.0,False,2007.0,8.0,https://www.zimmo.be/nl/petegem-aan-de-leie-9800/te-koop/huis/L9IGV/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiA5NTAwMDAsICJtYXgiOiA5OTk5OTl9fX19&p=4
L9FK0,Woning (Huis),985000.0,Smedenstraat,26-28,8300,Knokke,326.0,543.0,8.0,4.0,4.0,False,185.0,False,1980.0,8.8,https://www.zimmo.be/nl/knokke-8300/te-koop/huis/L9FK0/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiA5NTAwMDAsICJtYXgiOiA5OTk5OTl9fX19&p=4
KO0WF,Gemengd gebruik (Huis),959000.0,Steegstraat,58,2490,Balen,444.0,364.0,10.0,3.0,1.0,False,99.0,False,1971.0,7.7,https://www.zimmo.be/nl/balen-2490/te-koop/huis/KO0WF/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiA5NTAwMDAsICJtYXgiOiA5OTk5OTl9fX19&p=4
L9JO0,Villa (Huis),995000.0,Ulicotenseweg,42,2328,Meerle,467.0,2000.0,4.0,2.0,2.0,False,161.0,False,1978.0,4.7,https://www.zimmo.be/nl/meerle-2328/te-koop/huis/L9JO0/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiA5NTAwMDAsICJtYXgiOiA5OTk5OTl9fX19&p=4
L9K00,Woning (Huis),985000.0,Bodegemstraat,257,1700,Sint-Martens-Bodegem,34582.0,2419.0,3.0,2.0,1.0,False,291.0,False,1900.0,7.2,https://www.zimmo.be/nl/sint-martens-bodegem-1700/te-koop/huis/L9K00/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiA5NTAwMDAsICJtYXgiOiA5OTk5OTl9fX19&p=4
L9C92,Uitzonderlijke woning (Huis),985000.0,Sijsjeslaan,13,3080,Tervuren,441.0,525.0,5.0,5.0,1.0,False,142.0,False,2009.0,7.1,https://www.zimmo.be/nl/tervuren-3080/te-koop/huis/L9C92/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiA5NTAwMDAsICJtYXgiOiA5OTk5OTl9fX19&p=5
L98Y3,Woning (Huis),995000.0,Zwarthoutstraat,11,2550,Waarloos,270.0,11933.0,5.0,1.0,1.0,True,367.0,False,1986.0,6.8,https://www.zimmo.be/nl/waarloos-2550/te-koop/huis/L98Y3/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiA5NTAwMDAsICJtYXgiOiA5OTk5OTl9fX19&p=6
L9471,Woning (Huis),980000.0,Schildeken,49,8301,Heist-aan-Zee,191.0,176.0,3.0,2.0,1.0,True,81.0,False,2012.0,8.5,https://www.zimmo.be/nl/heist-aan-zee-8301/te-koop/huis/L9471/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiA5NTAwMDAsICJtYXgiOiA5OTk5OTl9fX19&p=6
L7LRB,Herenwoning (Huis),989000.0,Lindenhof,14,2440,Geel,704.0,528.0,6.0,3.0,2.0,False,100.0,False,1902.0,8.8,https://www.zimmo.be/nl/geel-2440/te-koop/huis/L7LRB/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiA5NTAwMDAsICJtYXgiOiA5OTk5OTl9fX19&p=6
L7CWG,Woning (Huis),960000.0,Piervenshoek,16B,3140,Keerbergen,325.0,2019.0,5.0,2.0,2.0,False,324.0,False,1995.0,6.6,https://www.zimmo.be/nl/keerbergen-3140/te-koop/huis/L7CWG/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiA5NTAwMDAsICJtYXgiOiA5OTk5OTl9fX19&p=7
L908S,Woning (Huis),995000.0,Keizerstraat,47,3360,Lovenjoel,517.0,1010.0,6.0,2.0,1.0,False,256.0,False,1921.0,7.7,https://www.zimmo.be/nl/lovenjoel-3360/te-koop/huis/L908S/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiA5NTAwMDAsICJtYXgiOiA5OTk5OTl9fX19&p=7
L6ZOY,Eengezinswoning (Huis),953000.0,Hoevenstraat,27,3900,Overpelt,490.0,10019.0,5.0,2.0,1.0,False,111.0,False,2001.0,8.0,https://www.zimmo.be/nl/overpelt-3900/te-koop/huis/L6ZOY/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiA5NTAwMDAsICJtYXgiOiA5OTk5OTl9fX19&p=8
L8MQJ,Villa (Huis),998000.0,Deken Darraslaan,9,8700,Tielt,493.0,2723.0,6.0,4.0,1.0,False,253.0,False,1918.0,8.3,https://www.zimmo.be/nl/tielt-8700/te-koop/huis/L8MQJ/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiA5NTAwMDAsICJtYXgiOiA5OTk5OTl9fX19&p=8
L8BAW,Villa (Huis),998000.0,Keperenbergstraat,154,1700,Dilbeek,654.0,2345.0,5.0,4.0,1.0,False,178.0,False,1976.0,7.5,https://www.zimmo.be/nl/dilbeek-1700/te-koop/huis/L8BAW/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiA5NTAwMDAsICJtYXgiOiA5OTk5OTl9fX19&p=9
L8210,Villa (Huis),985000.0,Sint-Remigiusweg,22,3150,Haacht,335.0,2866.0,5.0,2.0,1.0,False,191.0,False,1995.0,7.0,https://www.zimmo.be/nl/haacht-3150/te-koop/huis/L8210/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiA5NTAwMDAsICJtYXgiOiA5OTk5OTl9fX19&p=9
L87U6,Villa (Huis),985000.0,Mechelsesteenweg,317,2820,Bonheiden,570.0,2500.0,6.0,1.0,1.0,False,353.0,False,1959.0,8.6,https://www.zimmo.be/nl/bonheiden-2820/te-koop/huis/L87U6/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiA5NTAwMDAsICJtYXgiOiA5OTk5OTl9fX19&p=9
L7O2V,Woning (Huis),950000.0,Herhout,64,1570,Tollembeek,424.0,3394.0,7.0,3.0,1.0,False,282.0,False,1930.0,4.9,https://www.zimmo.be/nl/tollembeek-1570/te-koop/huis/L7O2V/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiA5NTAwMDAsICJtYXgiOiA5OTk5OTl9fX19&p=10
L7P1D,Villa (Huis),990000.0,Maria-Henriëttalei,6,2660,Hoboken,501.0,1605.0,7.0,1.0,2.0,False,312.0,False,1959.0,8.8,https://www.zimmo.be/nl/hoboken-2660/te-koop/huis/L7P1D/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiA5NTAwMDAsICJtYXgiOiA5OTk5OTl9fX19&p=10
L7UJC,Uitzonderlijke woning (Huis),985000.0,Pals,29,3202,Rillaar,463.0,3333.0,4.0,3.0,1.0,False,170.0,False,2006.0,6.7,https://www.zimmo.be/nl/rillaar-3202/te-koop/huis/L7UJC/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiA5NTAwMDAsICJtYXgiOiA5OTk5OTl9fX19&p=10
L7XZ1,Woning (Huis),999200.0,Astridlaan,130A,9500,Nederboelare,250.0,1515.0,3.0,1.0,2.0,False,172.0,False,1958.0,8.3,https://www.zimmo.be/nl/nederboelare-9500/te-koop/huis/L7XZ1/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiA5NTAwMDAsICJtYXgiOiA5OTk5OTl9fX19&p=10
L6ZZJ,Villa (Huis),985000.0,Lagen Heirweg,8,9270,Laarne,295.0,870.0,3.0,2.0,1.0,True,183.0,False,2003.0,5.9,https://www.zimmo.be/nl/laarne-9270/te-koop/huis/L6ZZJ/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiA5NTAwMDAsICJtYXgiOiA5OTk5OTl9fX19&p=11
L5W6R,Villa (Huis),995000.0,Luikersteenweg,419,3920,Lommel,401.0,2600.0,5.0,2.0,2.0,False,157.0,False,1990.0,6.8,https://www.zimmo.be/nl/lommel-3920/te-koop/huis/L5W6R/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiA5NTAwMDAsICJtYXgiOiA5OTk5OTl9fX19&p=11
L7DH8,Hoeve (Huis),995000.0,Rostraat,37,9850,Hansbeke,228.0,7560.0,3.0,1.0,1.0,True,222.0,False,2003.0,5.0,https://www.zimmo.be/nl/hansbeke-9850/te-koop/huis/L7DH8/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiA5NTAwMDAsICJtYXgiOiA5OTk5OTl9fX19&p=11
L7CHG,Woning (Huis),975000.0,Haantjesstraat,27,8700,Aarsele,247.0,3372.0,5.0,2.0,1.0,True,250.0,False,1981.0,5.5,https://www.zimmo.be/nl/aarsele-8700/te-koop/huis/L7CHG/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiA5NTAwMDAsICJtYXgiOiA5OTk5OTl9fX19&p=11
L6IXP,Woning (Huis),995000.0,Strombeek-Beverselaan,120,1860,Meise,294.0,1801.0,3.0,1.0,1.0,False,219.0,False,1985.0,7.8,https://www.zimmo.be/nl/meise-1860/te-koop/huis/L6IXP/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiA5NTAwMDAsICJtYXgiOiA5OTk5OTl9fX19&p=12
L6ERS,Villa (Huis),950000.0,Pontstraat,14,9770,Kruishoutem,239.0,5886.0,3.0,1.0,1.0,True,118.0,False,2010.0,6.6,https://www.zimmo.be/nl/kruishoutem-9770/te-koop/huis/L6ERS/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiA5NTAwMDAsICJtYXgiOiA5OTk5OTl9fX19&p=12
L6OU4,Villa-landhuis (Huis),985000.0,Halensebaan,44/a,3461,Molenbeek-Wersbeek,300.0,3520.0,5.0,3.0,1.0,True,242.0,False,2008.0,4.8,https://www.zimmo.be/nl/molenbeek-wersbeek-3461/te-koop/huis/L6OU4/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiA5NTAwMDAsICJtYXgiOiA5OTk5OTl9fX19&p=12
L6N0N,Woning (Huis),995000.0,Louisweg,81,8620,Nieuwpoort,173.0,1517.0,4.0,1.0,1.0,False,379.0,False,1949.0,7.0,https://www.zimmo.be/nl/nieuwpoort-8620/te-koop/huis/L6N0N/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiA5NTAwMDAsICJtYXgiOiA5OTk5OTl9fX19&p=12
L5ORC,Woning (Huis),995000.0,Fazantenlaan,8,2610,Wilrijk,273.0,1050.0,4.0,1.0,1.0,False,353.0,False,1985.0,8.2,https://www.zimmo.be/nl/wilrijk-2610/te-koop/huis/L5ORC/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiA5NTAwMDAsICJtYXgiOiA5OTk5OTl9fX19&p=13
L5ZI8,Villa (Huis),995000.0,Gistelse Steenweg,589,8200,Sint-Andries,504.0,3606.0,7.0,3.0,2.0,True,579.0,True,1957.0,8.5,https://www.zimmo.be/nl/sint-andries-8200/te-koop/huis/L5ZI8/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiA5NTAwMDAsICJtYXgiOiA5OTk5OTl9fX19&p=13
HCSMF,Villa (Huis),978000.0,Lindaal,91A,3090,Overijse,31958.0,616.0,6.0,2.0,1.0,True,2.0,False,2025.0,6.6,https://www.zimmo.be/nl/overijse-3090/te-koop/huis/HCSMF/?search=eyJmaWx0ZXIiOiB7InN0YXR1cyI6IHsiaW4iOiBbIkZPUl9TQUxFIiwgIlRBS0VfT1ZFUiJdfSwgImNhdGVnb3J5IjogeyJpbiI6IFsiSE9VU0UiLCAiQVBBUlRNRU5UIl19LCAicHJpY2UiOiB7InVua25vd24iOiBmYWxzZSwgInJhbmdlIjogeyJtaW4iOiA5NTAwMDAsICJtYXgiOiA5OTk5OTl9fX19&p=13
